subject,variable,value
A29TQSAJPLXZU7,conn_likely_skunk_color,0
A3QVZ4SZB79D8W,conn_likely_skunk_color,1
A17D6BK59S31BM,conn_likely_skunk_color,1
A3EHDY67QENKPT,conn_likely_skunk_color,0
A1LE6AUI3CJNIT,conn_likely_skunk_color,0
A17K1CHOI773VZ,conn_likely_skunk_color,3
A2YOVBJ9EXAI8W,conn_likely_skunk_color,1
A2GB0RI43KU4Z,conn_likely_skunk_color,0
A3RS7UCO7CQ74R,conn_likely_skunk_color,0
A1GKD3NG1NNHRP,conn_likely_skunk_color,1
A2RMJNF6IPI42F,conn_likely_skunk_color,0
A3VP02KDUZIV0V,conn_likely_skunk_color,3
A9WIOFVRSYW3L,conn_likely_skunk_color,4
A3TCFIPOBRZZB3,conn_likely_skunk_color,0
A2GOYSTIL3LOV1,conn_likely_skunk_color,1
AY5OS6NZWVX22,conn_likely_skunk_color,0
A32U64W0S9PUA3,conn_likely_skunk_color,1
A2VFEDAK5C1E1O,conn_likely_cuttlefish_color,0
A29AKJXQ248KNK,conn_likely_cuttlefish_color,0
A29TQSAJPLXZU7,conn_likely_cuttlefish_color,0
A3QVZ4SZB79D8W,conn_likely_cuttlefish_color,1
A17D6BK59S31BM,conn_likely_cuttlefish_color,1
A3EHDY67QENKPT,conn_likely_cuttlefish_color,1
A1LE6AUI3CJNIT,conn_likely_cuttlefish_color,5
A17K1CHOI773VZ,conn_likely_cuttlefish_color,3
A2YOVBJ9EXAI8W,conn_likely_cuttlefish_color,3
A2GB0RI43KU4Z,conn_likely_cuttlefish_color,3
A3RS7UCO7CQ74R,conn_likely_cuttlefish_color,0
A1GKD3NG1NNHRP,conn_likely_cuttlefish_color,1
A2RMJNF6IPI42F,conn_likely_cuttlefish_color,2
A3VP02KDUZIV0V,conn_likely_cuttlefish_color,1
A9WIOFVRSYW3L,conn_likely_cuttlefish_color,4
A3TCFIPOBRZZB3,conn_likely_cuttlefish_color,1
A2GOYSTIL3LOV1,conn_likely_cuttlefish_color,2
AY5OS6NZWVX22,conn_likely_cuttlefish_color,1
A32U64W0S9PUA3,conn_likely_cuttlefish_color,0
A2VFEDAK5C1E1O,conn_likely_bear_color,0
A29AKJXQ248KNK,conn_likely_bear_color,0
A29TQSAJPLXZU7,conn_likely_bear_color,0
A3QVZ4SZB79D8W,conn_likely_bear_color,0
A17D6BK59S31BM,conn_likely_bear_color,0
A3EHDY67QENKPT,conn_likely_bear_color,0
A1LE6AUI3CJNIT,conn_likely_bear_color,0
A17K1CHOI773VZ,conn_likely_bear_color,1
A2YOVBJ9EXAI8W,conn_likely_bear_color,0
A2GB0RI43KU4Z,conn_likely_bear_color,0
A3RS7UCO7CQ74R,conn_likely_bear_color,5
A1GKD3NG1NNHRP,conn_likely_bear_color,1
A2RMJNF6IPI42F,conn_likely_bear_color,0
A3VP02KDUZIV0V,conn_likely_bear_color,0
A9WIOFVRSYW3L,conn_likely_bear_color,4
A3TCFIPOBRZZB3,conn_likely_bear_color,0
A2GOYSTIL3LOV1,conn_likely_bear_color,0
AY5OS6NZWVX22,conn_likely_bear_color,0
A32U64W0S9PUA3,conn_likely_bear_color,0
A2VFEDAK5C1E1O,conn_likely_pangolin_pattern,0
A29AKJXQ248KNK,conn_likely_pangolin_pattern,0
A29TQSAJPLXZU7,conn_likely_pangolin_pattern,3
A3QVZ4SZB79D8W,conn_likely_pangolin_pattern,1
A17D6BK59S31BM,conn_likely_pangolin_pattern,1
A3EHDY67QENKPT,conn_likely_pangolin_pattern,0
A1LE6AUI3CJNIT,conn_likely_pangolin_pattern,5
A17K1CHOI773VZ,conn_likely_pangolin_pattern,3
A2YOVBJ9EXAI8W,conn_likely_pangolin_pattern,2
A2GB0RI43KU4Z,conn_likely_pangolin_pattern,0
A3RS7UCO7CQ74R,conn_likely_pangolin_pattern,5
A1GKD3NG1NNHRP,conn_likely_pangolin_pattern,1
A2RMJNF6IPI42F,conn_likely_pangolin_pattern,0
A3VP02KDUZIV0V,conn_likely_pangolin_pattern,2
A9WIOFVRSYW3L,conn_likely_pangolin_pattern,4
A3TCFIPOBRZZB3,conn_likely_pangolin_pattern,2
A2GOYSTIL3LOV1,conn_likely_pangolin_pattern,2
AY5OS6NZWVX22,conn_likely_pangolin_pattern,2
A32U64W0S9PUA3,conn_likely_pangolin_pattern,0
A2VFEDAK5C1E1O,conn_likely_jottie_pattern,0
A29AKJXQ248KNK,conn_likely_jottie_pattern,0
A29TQSAJPLXZU7,conn_likely_jottie_pattern,1
A3QVZ4SZB79D8W,conn_likely_jottie_pattern,1
A17D6BK59S31BM,conn_likely_jottie_pattern,1
A3EHDY67QENKPT,conn_likely_jottie_pattern,1
A1LE6AUI3CJNIT,conn_likely_jottie_pattern,5
A17K1CHOI773VZ,conn_likely_jottie_pattern,2
A2YOVBJ9EXAI8W,conn_likely_jottie_pattern,3
A2GB0RI43KU4Z,conn_likely_jottie_pattern,3
A3RS7UCO7CQ74R,conn_likely_jottie_pattern,3
A1GKD3NG1NNHRP,conn_likely_jottie_pattern,3
A2RMJNF6IPI42F,conn_likely_jottie_pattern,0
A3VP02KDUZIV0V,conn_likely_jottie_pattern,3
A9WIOFVRSYW3L,conn_likely_jottie_pattern,2
A3TCFIPOBRZZB3,conn_likely_jottie_pattern,1
A2GOYSTIL3LOV1,conn_likely_jottie_pattern,2
AY5OS6NZWVX22,conn_likely_jottie_pattern,0
A32U64W0S9PUA3,conn_likely_jottie_pattern,0
A2VFEDAK5C1E1O,conn_likely_cat_color,0
A29AKJXQ248KNK,conn_likely_cat_color,0
A29TQSAJPLXZU7,conn_likely_cat_color,0
A3QVZ4SZB79D8W,conn_likely_cat_color,0
A17D6BK59S31BM,conn_likely_cat_color,0
A3EHDY67QENKPT,conn_likely_cat_color,0
A1LE6AUI3CJNIT,conn_likely_cat_color,0
A17K1CHOI773VZ,conn_likely_cat_color,2
A2YOVBJ9EXAI8W,conn_likely_cat_color,0
A2GB0RI43KU4Z,conn_likely_cat_color,0
A3RS7UCO7CQ74R,conn_likely_cat_color,0
A1GKD3NG1NNHRP,conn_likely_cat_color,1
A2RMJNF6IPI42F,conn_likely_cat_color,0
A3VP02KDUZIV0V,conn_likely_cat_color,0
A9WIOFVRSYW3L,conn_likely_cat_color,3
A3TCFIPOBRZZB3,conn_likely_cat_color,0
A2GOYSTIL3LOV1,conn_likely_cat_color,0
AY5OS6NZWVX22,conn_likely_cat_color,0
A32U64W0S9PUA3,conn_likely_cat_color,0
A2VFEDAK5C1E1O,conn_likely_tapir_color,0
A29AKJXQ248KNK,conn_likely_tapir_color,0
A29TQSAJPLXZU7,conn_likely_tapir_color,0
A3QVZ4SZB79D8W,conn_likely_tapir_color,0
A17D6BK59S31BM,conn_likely_tapir_color,0
A3EHDY67QENKPT,conn_likely_tapir_color,0
A1LE6AUI3CJNIT,conn_likely_tapir_color,5
A17K1CHOI773VZ,conn_likely_tapir_color,2
A2YOVBJ9EXAI8W,conn_likely_tapir_color,3
A2GB0RI43KU4Z,conn_likely_tapir_color,0
A3RS7UCO7CQ74R,conn_likely_tapir_color,1
A1GKD3NG1NNHRP,conn_likely_tapir_color,1
A2RMJNF6IPI42F,conn_likely_tapir_color,0
A3VP02KDUZIV0V,conn_likely_tapir_color,0
A9WIOFVRSYW3L,conn_likely_tapir_color,3
A3TCFIPOBRZZB3,conn_likely_tapir_color,0
A2GOYSTIL3LOV1,conn_likely_tapir_color,2
AY5OS6NZWVX22,conn_likely_tapir_color,0
A32U64W0S9PUA3,conn_likely_tapir_color,0
A2RCYLKY072XXO,conn_likely_zebra_color,0
AFZKP8TAXAUCR,conn_likely_zebra_color,3
A160AAFKYN9TUD,conn_likely_zebra_color,4
A1ZD8RU6YB0VEU,conn_likely_zebra_color,1
A15ZLQU8M9MMXS,conn_likely_zebra_color,3
A1U8HCXVACOGJ8,conn_likely_zebra_color,5
A2WHC086WNUQNB,conn_likely_zebra_color,4
A3NVRTN7RC8D0I,conn_likely_zebra_color,5
A2JCK494NV7TFX,conn_likely_zebra_color,2
A1WJU1IQ3UTRC6,conn_likely_zebra_color,2
A1W7QLLENVP2AE,conn_likely_zebra_color,0
A7XAEZTNECKT5,conn_likely_zebra_color,5
A2R72PEQOZAINO,conn_likely_zebra_color,5
A2MDVIWMWCPOSO,conn_likely_zebra_color,4
A2PUL3ZDXOW0VZ,conn_likely_zebra_color,0
A30VLAIIJIG5IS,conn_likely_zebra_color,0
A3VTOW7WLPTBRR,conn_likely_zebra_color,4
A2FYPO3PEYCLX2,conn_likely_zebra_color,3
A2BZY06YRWGEDL,conn_likely_zebra_color,5
A2RCYLKY072XXO,conn_likely_echidna_pattern,0
AFZKP8TAXAUCR,conn_likely_echidna_pattern,4
A160AAFKYN9TUD,conn_likely_echidna_pattern,3
A1ZD8RU6YB0VEU,conn_likely_echidna_pattern,0
A15ZLQU8M9MMXS,conn_likely_echidna_pattern,4
A1U8HCXVACOGJ8,conn_likely_echidna_pattern,0
A2WHC086WNUQNB,conn_likely_echidna_pattern,0
A3NVRTN7RC8D0I,conn_likely_echidna_pattern,4
A2JCK494NV7TFX,conn_likely_echidna_pattern,0
A1WJU1IQ3UTRC6,conn_likely_echidna_pattern,3
A1W7QLLENVP2AE,conn_likely_echidna_pattern,0
A7XAEZTNECKT5,conn_likely_echidna_pattern,4
A2R72PEQOZAINO,conn_likely_echidna_pattern,0
A2MDVIWMWCPOSO,conn_likely_echidna_pattern,1
A2PUL3ZDXOW0VZ,conn_likely_echidna_pattern,0
A30VLAIIJIG5IS,conn_likely_echidna_pattern,0
A3VTOW7WLPTBRR,conn_likely_echidna_pattern,0
A2FYPO3PEYCLX2,conn_likely_echidna_pattern,3
A2BZY06YRWGEDL,conn_likely_echidna_pattern,0
A2RCYLKY072XXO,conn_likely_dacker_color,0
AFZKP8TAXAUCR,conn_likely_dacker_color,0
A160AAFKYN9TUD,conn_likely_dacker_color,2
A1ZD8RU6YB0VEU,conn_likely_dacker_color,0
A15ZLQU8M9MMXS,conn_likely_dacker_color,3
A1U8HCXVACOGJ8,conn_likely_dacker_color,0
A2WHC086WNUQNB,conn_likely_dacker_color,0
A3NVRTN7RC8D0I,conn_likely_dacker_color,4
A2JCK494NV7TFX,conn_likely_dacker_color,3
A1WJU1IQ3UTRC6,conn_likely_dacker_color,3
A1W7QLLENVP2AE,conn_likely_dacker_color,2
A7XAEZTNECKT5,conn_likely_dacker_color,4
A2R72PEQOZAINO,conn_likely_dacker_color,5
A2MDVIWMWCPOSO,conn_likely_dacker_color,3
A2PUL3ZDXOW0VZ,conn_likely_dacker_color,3
A30VLAIIJIG5IS,conn_likely_dacker_color,4
A3VTOW7WLPTBRR,conn_likely_dacker_color,1
A2FYPO3PEYCLX2,conn_likely_dacker_color,4
A2BZY06YRWGEDL,conn_likely_dacker_color,1
A2RCYLKY072XXO,conn_likely_cow_pattern,0
AFZKP8TAXAUCR,conn_likely_cow_pattern,1
A160AAFKYN9TUD,conn_likely_cow_pattern,3
A1ZD8RU6YB0VEU,conn_likely_cow_pattern,1
A15ZLQU8M9MMXS,conn_likely_cow_pattern,3
A1U8HCXVACOGJ8,conn_likely_cow_pattern,0
A2WHC086WNUQNB,conn_likely_cow_pattern,0
A3NVRTN7RC8D0I,conn_likely_cow_pattern,5
A2JCK494NV7TFX,conn_likely_cow_pattern,0
A1WJU1IQ3UTRC6,conn_likely_cow_pattern,0
A1W7QLLENVP2AE,conn_likely_cow_pattern,0
A7XAEZTNECKT5,conn_likely_cow_pattern,5
A2R72PEQOZAINO,conn_likely_cow_pattern,0
A2MDVIWMWCPOSO,conn_likely_cow_pattern,1
A2PUL3ZDXOW0VZ,conn_likely_cow_pattern,0
A30VLAIIJIG5IS,conn_likely_cow_pattern,0
A3VTOW7WLPTBRR,conn_likely_cow_pattern,0
A2FYPO3PEYCLX2,conn_likely_cow_pattern,3
A2BZY06YRWGEDL,conn_likely_cow_pattern,0
A2RCYLKY072XXO,conn_likely_sugarglider_pattern,0
AFZKP8TAXAUCR,conn_likely_sugarglider_pattern,5
A160AAFKYN9TUD,conn_likely_sugarglider_pattern,1
A1ZD8RU6YB0VEU,conn_likely_sugarglider_pattern,1
A15ZLQU8M9MMXS,conn_likely_sugarglider_pattern,3
A1U8HCXVACOGJ8,conn_likely_sugarglider_pattern,5
A2WHC086WNUQNB,conn_likely_sugarglider_pattern,0
A3NVRTN7RC8D0I,conn_likely_sugarglider_pattern,4
A2JCK494NV7TFX,conn_likely_sugarglider_pattern,3
A1WJU1IQ3UTRC6,conn_likely_sugarglider_pattern,4
A1W7QLLENVP2AE,conn_likely_sugarglider_pattern,4
A7XAEZTNECKT5,conn_likely_sugarglider_pattern,4
A2R72PEQOZAINO,conn_likely_sugarglider_pattern,5
A2MDVIWMWCPOSO,conn_likely_sugarglider_pattern,3
A2PUL3ZDXOW0VZ,conn_likely_sugarglider_pattern,1
A30VLAIIJIG5IS,conn_likely_sugarglider_pattern,4
A3VTOW7WLPTBRR,conn_likely_sugarglider_pattern,5
